MenuItemID,ItemName,ItemImage,ItemDescription,Price,MonthlySales,RestaurantID,CategoryID,StockStatus
296,Most,https://placekitten.com/775/387,Way whatever cultural.,72.83,362,475,5,In Stock
297,Cultural,https://dummyimage.com/110x174,Accept hand measure agent.,75.87,304,9543,88,Limited
298,Pull,https://placekitten.com/368/597,Information talk shake.,72.97,108,1243,7,Limited
299,Continue,https://picsum.photos/889/73,Person feeling onto main new also six.,70.33,11,1782,24,Limited
300,Themselves,https://picsum.photos/504/372,Necessary significant hour ten.,71.89,121,1945,55,Limited
301,Common,https://placekitten.com/496/784,Stay than its.,31.64,127,9302,37,Limited
302,Rise,https://picsum.photos/244/41,Perhaps condition church decade actually number.,73.73,403,6553,18,Limited
303,Music,https://placekitten.com/606/503,Music drug management follow speak involve.,47.4,3,8081,17,In Stock
304,Task,https://picsum.photos/91/550,Science reveal actually yourself.,89.4,53,4805,93,Limited
305,Suggest,https://picsum.photos/392/282,Station cultural over ago everybody black house fire.,69.72,196,41,100,In Stock
306,Reveal,https://picsum.photos/974/289,Fight compare citizen manage speech.,65.4,136,5343,87,Limited
307,Space,https://placekitten.com/1016/884,Part during company least.,22.22,202,5383,22,Limited
308,Cell,https://placekitten.com/8/994,Image government student course really.,51.79,404,6193,68,Limited
309,Institution,https://picsum.photos/880/215,Hospital various see husband collection space job.,46.59,209,2829,87,Out of Stock
310,Step,https://picsum.photos/52/691,Return behavior reach economy let necessary give radio.,73.06,474,5476,63,Out of Stock
311,Century,https://dummyimage.com/655x296,Weight understand bill charge.,23.04,225,384,34,In Stock
312,Stuff,https://picsum.photos/789/1003,Response school particular consumer table I someone.,31.31,55,1729,65,Out of Stock
313,Product,https://placekitten.com/895/765,Power bring effect cup ok future.,5.01,39,3845,99,Out of Stock
314,Better,https://placekitten.com/194/65,Machine teach majority process term too.,86.86,222,7057,76,In Stock
315,Condition,https://picsum.photos/713/913,College case six attack argue reflect.,77.06,322,9833,7,In Stock
316,Assume,https://picsum.photos/453/955,Congress catch sister light wide customer ready.,71.96,50,8604,15,Out of Stock
317,Throughout,https://placekitten.com/3/843,Successful rule later traditional people between force.,30.22,137,2087,96,Limited
318,Medical,https://dummyimage.com/497x532,Campaign how officer record property hope.,21.75,226,4123,21,Limited
319,Try,https://picsum.photos/117/685,Those many thank design friend attorney.,86.15,78,669,60,In Stock
320,Check,https://picsum.photos/0/249,Admit between expect foot public.,65.12,164,6181,24,Out of Stock
321,Through,https://picsum.photos/860/309,Attack area nation each whole wish carry care.,23.08,319,5891,92,Limited
322,Would,https://dummyimage.com/668x286,All mission expect decide meet speech win.,16.92,236,3979,17,In Stock
323,Order,https://placekitten.com/689/889,Baby various through short nearly loss then.,44.17,39,1791,28,Limited
324,Energy,https://placekitten.com/301/264,Again operation reason future.,83.73,410,2446,82,Limited
325,Bed,https://picsum.photos/215/978,Field improve catch manager.,6.74,439,471,62,In Stock
326,Course,https://dummyimage.com/555x990,Space page cause yes already career oil.,79.83,117,9436,82,In Stock
327,Student,https://picsum.photos/403/226,Expect drive music candidate office probably.,56.23,329,1426,40,Limited
328,Chance,https://picsum.photos/310/165,Today Mrs few bad water beyond.,82.36,286,6829,82,In Stock
329,Shake,https://dummyimage.com/979x105,Hot generation kind TV.,76.72,245,592,96,In Stock
330,Son,https://placekitten.com/484/741,Structure cut none near movement.,91.48,79,6526,5,Limited
331,They,https://dummyimage.com/651x58,Blood after image case beyond speak.,33.78,416,1993,3,Limited
332,Southern,https://picsum.photos/419/467,Part economic at garden.,34.31,128,6699,69,In Stock
333,If,https://picsum.photos/956/790,Society friend guess company summer mention lot.,45.73,348,3261,21,Limited
334,Team,https://picsum.photos/619/902,Experience second but her along research notice.,89.35,34,1127,45,Out of Stock
335,Understand,https://picsum.photos/879/182,Growth which president serve property.,19.33,265,8415,91,Limited
336,Beyond,https://dummyimage.com/429x590,Entire provide position foreign.,18.68,392,465,80,Out of Stock
337,Example,https://picsum.photos/398/614,Interest fine indeed sound.,37.44,224,1473,54,Limited
338,Our,https://placekitten.com/436/87,He must weight maybe street.,11.31,208,9160,17,Limited
339,Help,https://dummyimage.com/644x319,Expert end a group pretty easy.,30.95,376,4315,19,Out of Stock
340,Animal,https://placekitten.com/152/685,Fast leave discover method action.,80.69,443,726,12,In Stock
341,Natural,https://dummyimage.com/703x369,Memory green save only.,47.37,350,1354,32,In Stock
342,Worry,https://picsum.photos/64/775,Ask everything seem if herself race.,48.46,178,1823,94,In Stock
343,Shake,https://dummyimage.com/335x490,Teach line each order our character attack stay.,59.96,465,356,65,Out of Stock
344,Physical,https://placekitten.com/917/832,Evidence next little song.,30.76,218,7167,1,In Stock
345,State,https://dummyimage.com/383x891,Police chance identify matter news according old authority.,12.0,122,4914,49,In Stock
346,Those,https://picsum.photos/334/30,Than standard thing news manager consider.,55.3,223,9204,65,Limited
347,Play,https://dummyimage.com/575x1021,Save seek state modern peace long.,39.74,9,1310,47,Out of Stock
348,Mrs,https://placekitten.com/190/1017,Pattern light six though.,48.33,25,6285,54,Out of Stock
349,Also,https://picsum.photos/507/309,Business happy there just foreign shoulder.,6.9,367,9219,13,In Stock
350,Capital,https://picsum.photos/757/165,Remember mind they federal already look.,23.77,403,3745,49,In Stock
351,Want,https://placekitten.com/866/524,High company like detail fund apply concern seek.,45.95,200,9853,20,Limited
352,International,https://picsum.photos/993/420,Message name meeting high tax budget article.,72.43,221,2878,17,In Stock
353,Note,https://dummyimage.com/492x720,Main stop have billion couple its.,45.57,266,9493,70,In Stock
354,Seek,https://placekitten.com/990/543,More method very medical song.,75.88,118,7620,89,Out of Stock
355,Country,https://dummyimage.com/734x811,Audience have kid movement third for Mrs drive.,18.9,432,513,46,In Stock
356,Material,https://picsum.photos/319/807,Cause heavy west.,51.17,130,7466,5,Out of Stock
357,Never,https://picsum.photos/974/337,During bank beautiful.,95.61,452,3267,13,In Stock
358,Stop,https://picsum.photos/828/620,Seat laugh of main including suffer ability.,85.99,280,4628,33,In Stock
359,Have,https://dummyimage.com/692x583,Out method catch attorney least system point.,44.92,134,7620,84,Limited
360,Opportunity,https://picsum.photos/208/618,Wear student simply time many message thus risk.,70.5,360,4808,56,Out of Stock
361,Minute,https://dummyimage.com/996x736,Budget others hear my back five.,83.53,43,9899,93,Limited
362,Prepare,https://dummyimage.com/138x258,Clearly morning north.,83.7,182,6266,79,Limited
363,Myself,https://dummyimage.com/217x666,Bit blood gas rest much still game.,90.37,318,5243,29,Out of Stock
364,Draw,https://picsum.photos/1014/318,Throughout third more avoid hope clear goal.,13.71,231,1938,62,In Stock
365,Sense,https://dummyimage.com/713x11,Past possible western nation stand far.,22.84,77,1043,98,Out of Stock
366,Arrive,https://dummyimage.com/274x495,In sound school.,72.63,458,3923,76,Limited
367,Bar,https://picsum.photos/696/403,Sense a trip resource skin new Democrat environmental.,86.65,376,5215,69,In Stock
368,Social,https://dummyimage.com/1009x754,Leave about miss color more north.,64.54,196,3467,74,In Stock
369,Century,https://placekitten.com/834/240,Allow those involve interview.,24.43,5,9002,92,In Stock
370,Argue,https://dummyimage.com/680x254,Professor recognize this claim.,80.19,440,79,15,Limited
371,Collection,https://placekitten.com/352/950,Local owner film strategy market.,78.37,275,5961,70,Out of Stock
372,World,https://dummyimage.com/89x743,Military country writer deal money rule series add.,84.89,234,884,62,In Stock
373,Population,https://dummyimage.com/338x531,Theory practice will.,41.15,279,7983,93,Limited
374,Everyone,https://picsum.photos/175/175,Eight enough most imagine degree project see possible.,75.96,49,1628,49,In Stock
375,Back,https://dummyimage.com/94x515,Finish who stage language director throw water.,18.25,30,3168,87,Out of Stock
376,Interview,https://placekitten.com/493/927,Trade former article political rule.,5.01,430,9786,13,Out of Stock
377,Decision,https://picsum.photos/160/482,Sort performance environmental three everyone.,18.68,478,7034,80,In Stock
378,Firm,https://picsum.photos/716/782,Teach but part support model.,47.33,128,6984,13,Out of Stock
379,Book,https://dummyimage.com/33x393,Central yes management than record four.,47.83,327,5628,86,Limited
380,Ok,https://picsum.photos/244/566,Sing major forward bill yet.,6.94,453,4608,31,Limited
381,Cause,https://placekitten.com/112/182,Letter modern child power special cold.,29.8,163,8258,50,Out of Stock
382,Detail,https://placekitten.com/604/679,Realize exist sell concern word.,65.56,6,6516,62,In Stock
383,Major,https://dummyimage.com/291x15,Record glass marriage speech particular today opportunity.,13.02,226,6717,87,In Stock
384,Financial,https://picsum.photos/435/586,News discover American power member.,68.64,27,65,53,Out of Stock
385,Full,https://picsum.photos/151/877,Admit church performance last state.,59.44,41,9180,32,Limited
386,Recently,https://picsum.photos/570/948,Figure president picture subject.,89.44,69,1639,45,In Stock
387,Heart,https://placekitten.com/214/540,All church including field already fear true thing.,72.34,236,380,71,Out of Stock
388,Measure,https://placekitten.com/285/82,Leg than admit one report the.,30.25,16,8138,52,Limited
389,Mouth,https://placekitten.com/231/705,Crime another maintain either indeed reason specific.,58.78,302,26,92,Limited
390,Operation,https://picsum.photos/515/238,Green lose other thus.,93.74,45,998,95,In Stock
391,Position,https://dummyimage.com/938x242,Me voice relationship necessary.,20.73,445,3066,49,Out of Stock
392,Energy,https://placekitten.com/580/97,Economy mention agency part.,6.17,465,6746,36,Out of Stock
393,Firm,https://picsum.photos/771/217,Data upon program skin how available.,5.29,9,1061,2,Out of Stock
394,Free,https://placekitten.com/413/729,Realize model popular since there whom.,61.09,281,7043,70,Limited
395,Raise,https://placekitten.com/644/266,Land increase break just enter quickly turn.,35.5,368,8541,44,Limited
396,Future,https://placekitten.com/498/810,Should financial measure site officer.,45.28,463,8977,91,Limited
397,Free,https://placekitten.com/816/650,As first laugh right nothing.,14.7,329,6601,27,In Stock
398,Trade,https://dummyimage.com/796x934,Pm exist most turn themselves agent above mouth.,37.7,112,6168,64,Out of Stock
399,Social,https://placekitten.com/351/539,Radio feel enough.,91.52,112,1863,98,In Stock
400,Woman,https://picsum.photos/1023/82,Citizen technology staff note author.,48.31,416,8858,43,Out of Stock
401,Usually,https://dummyimage.com/40x149,Red public prevent might process serious statement read.,43.53,266,8605,66,Limited
402,Mrs,https://dummyimage.com/388x1012,Drop court herself rise.,47.74,405,4944,70,Limited
403,Care,https://dummyimage.com/814x313,Sister school certainly respond church.,45.17,472,1523,20,Limited
404,Want,https://placekitten.com/946/865,Spring major day that small national especially.,9.56,459,4968,14,In Stock
405,Word,https://placekitten.com/529/604,Play car time how.,72.09,492,5935,49,Out of Stock
406,Realize,https://dummyimage.com/667x80,Public try particularly think item southern market.,52.54,408,978,14,In Stock
407,Space,https://placekitten.com/388/59,Yet case store city idea order.,5.96,458,1573,16,Out of Stock
408,Them,https://placekitten.com/441/14,Point front maybe.,30.08,483,6216,72,In Stock
409,Business,https://picsum.photos/136/970,Defense with base agreement but.,86.52,458,3420,52,In Stock
410,Wait,https://placekitten.com/382/177,Every drive couple team.,65.69,421,752,27,Out of Stock
411,Anyone,https://dummyimage.com/839x631,Check seven show clear.,68.53,242,4525,81,In Stock
412,Himself,https://placekitten.com/1011/834,Order city evidence it.,79.94,409,4175,41,In Stock
413,Former,https://dummyimage.com/368x220,Improve practice simply benefit east.,60.84,317,3565,46,Out of Stock
414,Best,https://dummyimage.com/628x114,Move right late.,7.75,319,1228,62,Out of Stock
415,Onto,https://placekitten.com/488/193,Instead figure history understand card figure try.,45.32,147,5839,44,Limited
416,Support,https://placekitten.com/126/295,Police man capital.,94.22,324,3827,65,Limited
417,Factor,https://picsum.photos/892/15,Wish fish start same.,93.62,309,7193,71,In Stock
418,Go,https://placekitten.com/51/141,Pattern indeed shoulder those describe carry according.,6.36,203,9579,91,In Stock
419,Send,https://picsum.photos/132/152,Term fear hair career shake seem.,68.96,357,904,50,In Stock
420,Think,https://dummyimage.com/985x782,Receive exist look she manage.,80.4,308,4373,91,Out of Stock
421,Remember,https://dummyimage.com/405x469,True source specific set.,11.61,116,7227,30,In Stock
422,Pressure,https://placekitten.com/307/991,Treatment born guy.,12.9,164,5619,10,Limited
423,Customer,https://placekitten.com/1007/518,Provide we answer tonight hope wrong skin.,99.18,85,5625,5,Limited
424,Attention,https://dummyimage.com/892x246,Short site policy approach us training south.,16.34,377,1191,55,In Stock
425,Maybe,https://dummyimage.com/93x491,Throughout adult prevent approach test teach party.,85.67,246,514,64,Limited
426,Sea,https://picsum.photos/327/404,Scene recognize report bar often leave score.,41.65,109,9318,31,Out of Stock
427,Enter,https://dummyimage.com/940x978,How allow identify.,91.93,175,1449,37,Limited
428,South,https://picsum.photos/561/250,Under hot alone true program against machine effect.,16.14,335,5363,16,In Stock
429,Wish,https://placekitten.com/45/918,Medical beat name lawyer science toward.,77.81,60,7424,35,In Stock
